OBJECT_NAME	OBJECT_ID	NA	OBJECT_TYPE	OPS_STATUS_CODE	OWNER
PSLV DEB	2001049KK	01049KK	DEB	D	IND
PSLV DEB	2001049KL	01049KL	DEB	D	IND
PSLV DEB	2001049KM	01049KM	DEB	D	IND
PSLV DEB	2001049KN	01049KN	DEB	D	IND
PSLV DEB	2001049KP	01049KP	DEB	D	IND
PSLV DEB	2001049KQ	01049KQ	DEB	D	IND
PSLV DEB	2001049KR	01049KR	DEB	D	IND
PSLV DEB	2001049KS	01049KS	DEB	D	IND
PSLV DEB	2001049KT	01049KT	DEB	D	IND
PSLV DEB	2001049KU	01049KU	DEB	D	IND
PSLV DEB	2001049KV	01049KV	DEB	D	IND
PSLV DEB	2001049KW	01049KW	DEB	D	IND
PSLV DEB	2001049KX	01049KX	DEB	D	IND
PSLV DEB	2001049KY	01049KY	DEB	D	IND
PSLV DEB	2001049KZ	01049KZ	DEB	D	IND
ISS DEB	1998067Q	98067Q	DEB	D	ISS
PSLV DEB	2001049LA	01049LA	DEB	D	IND
PSLV DEB	2001049LB	01049LB	DEB	D	IND
PSLV DEB	2001049LC	01049LC	DEB	D	IND
PSLV DEB	2001049LD	01049LD	DEB	D	IND
PSLV DEB	2001049LE	01049LE	DEB	D	IND
PSLV DEB	2001049LF	01049LF	DEB	D	IND
PSLV DEB	2001049LG	01049LG	DEB	D	IND
PSLV DEB	2001049LH	01049LH	DEB	D	IND
PSLV DEB	2001049LJ	01049LJ	DEB	D	IND
PSLV DEB	2001049LK	01049LK	DEB	D	IND
PSLV DEB	2001049LL	01049LL	DEB	D	IND
PSLV DEB	2001049LM	01049LM	DEB	D	IND
PSLV DEB	2001049LN	01049LN	DEB	D	IND
PSLV DEB	2001049LP	01049LP	DEB	D	IND
PSLV DEB	2001049LQ	01049LQ	DEB	D	IND
PSLV DEB	2001049LR	01049LR	DEB	D	IND
PSLV DEB	2001049LS	01049LS	DEB	D	IND
PSLV DEB	2001049LT	01049LT	DEB	D	IND
PSLV DEB	2001049LU	01049LU	DEB	D	IND
PSLV DEB	2001049LV	01049LV	DEB	D	IND
PSLV DEB	2001049LW	01049LW	DEB	D	IND
PSLV DEB	2001049LX	01049LX	DEB	D	IND
PSLV DEB	2001049LY	01049LY	DEB	D	IND
PSLV DEB	2001049LZ	01049LZ	DEB	D	IND
PSLV DEB	2001049MA	01049MA	DEB	NA	IND
PSLV DEB	2001049MB	01049MB	DEB	D	IND
PSLV DEB	2001049MC	01049MC	DEB	D	IND
PSLV DEB	2001049MD	01049MD	DEB	D	IND
PSLV DEB	2001049ME	01049ME	DEB	D	IND
PSLV DEB	2001049MF	01049MF	DEB	D	IND
PSLV DEB	2001049MG	01049MG	DEB	D	IND
PSLV DEB	2001049MH	01049MH	DEB	D	IND
PSLV DEB	2001049MJ	01049MJ	DEB	D	IND
PSLV DEB	2001049MK	01049MK	DEB	D	IND
PSLV DEB	2001049ML	01049ML	DEB	D	IND
PSLV DEB	2001049MM	01049MM	DEB	D	IND
PSLV DEB	2001049MN	01049MN	DEB	D	IND
PSLV DEB	2001049MP	01049MP	DEB	D	IND
TSUBASA (MDS-1)	2002003A	02003A	PAY	-	JPN
DASH & VEP 3	2002003B	02003B	PAY	NA	JPN
H-2A R/B	2002003C	02003C	R/B	NA	JPN
RHESSI	2002004A	02004A	PAY	+	US
PEGASUS R/B	2002004B	02004B	R/B	NA	US
IRIDIUM 91	2002005A	02005A	PAY	D	US
IRIDIUM 90	2002005B	02005B	PAY	D	US
IRIDIUM 94	2002005C	02005C	PAY	D	US
IRIDIUM 95	2002005D	02005D	PAY	D	US
IRIDIUM 96	2002005E	02005E	PAY	D	US
DELTA 2 R/B	2002005F	02005F	R/B	D	US
ECHOSTAR 7	2002006A	02006A	PAY	+	US
ATLAS 3B CENTAUR R/B	2002006B	02006B	R/B	D	US
INTELSAT 904 (IS-904)	2002007A	02007A	PAY	+	ITSO
ARIANE 44L R/B	2002007B	02007B	R/B	D	FR
COSMOS 2387	2002008A	02008A	PAY	D	CIS
SL-4 R/B	2002008B	02008B	R/B	D	CIS
CZ-4B DEB	1999057MJ	99057MJ	DEB	NA	PRC
CZ-4B DEB	1999057MK	99057MK	DEB	NA	PRC
ENVISAT	2002009A	02009A	PAY	-	ESA
ARIANE 5 R/B	2002009B	02009B	R/B	NA	FR
STS 109	2002010A	02010A	PAY	D	US
TDRS 9	2002011A	02011A	PAY	+	US
ATLAS 2A CENTAUR R/B	2002011B	02011B	R/B	NA	US
GRACE-1	2002012A	02012A	PAY	D	US
GRACE-2	2002012B	02012B	PAY	D	US
BREEZE-KM R/B	2002012C	02012C	R/B	D	CIS
KOLIBRI-2000	2001051C	01051C	PAY	D	CIS
PROGRESS-M1 8	2002013A	02013A	PAY	D	CIS
SL-4 R/B	2002013B	02013B	R/B	D	CIS
SHENZHOU 3 (SZ-3)	2002014A	02014A	PAY	D	PRC
CZ-2F R/B	2002014B	02014B	R/B	D	PRC
JCSAT-2A	2002015A	02015A	PAY	+	JPN
ASTRA 3A	2002015B	02015B	PAY	+	SES
ARIANE 44L DEB [SPELDA]	2002015C	02015C	DEB	D	FR
ARIANE 44L R/B	2002015D	02015D	R/B	NA	FR
INTELSAT 903 (IS-903)	2002016A	02016A	PAY	-	ITSO
SL-12 R/B(2)	2002016B	02016B	R/B	NA	CIS
CRRES DEB [CANISTER]	1990065W	90065W	DEB	NA	US
NIMBUS 2 DEB	1966040AL	66040AL	DEB	NA	US
FUSE 1 DEB	1999035C	99035C	DEB	D	US
SZ-3 MODULE	2002014C	02014C	PAY	D	PRC
COSMOS 2388	2002017A	02017A	PAY	D	CIS
SL-6 R/B(1)	2002017B	02017B	R/B	D	CIS
SL-6 PLAT	2002017C	02017C	DEB	D	CIS
SL-6 R/B(2)	2002017D	02017D	R/B	D	CIS
STS 110	2002018A	02018A	PAY	D	US
NSS-7	2002019A	02019A	PAY	+	SES
ARIANE 44L R/B	2002019B	02019B	R/B	D	FR
SOYUZ-TM 34	2002020A	02020A	PAY	D	CIS
SL-4 R/B	2002020B	02020B	R/B	D	CIS
USA 76 DEB	1991076M	91076M	DEB	NA	US
USA 77 DEB	1991076N	91076N	DEB	NA	US
USA 60 DEB	1990050J	90050J	DEB	NA	US
SPOT 5	2002021A	02021A	PAY	-	FR
IDEFIX & ARIANE 42P R/B	2002021B	02021B	PAY	-	FR
COSMOS 539 DEB	1972102C	72102C	DEB	D	CIS
AQUA	2002022A	02022A	PAY	+	US
DELTA 2 R/B	2002022B	02022B	R/B	D	US
DIRECTV 5 (TEMPO 1)	2002023A	02023A	PAY	+	US
SL-12 R/B(1)	2002023B	02023B	R/B	D	CIS
SL-12 PLAT	2002023C	02023C	DEB	D	CIS
SL-12 R/B(2)	2002023D	02023D	R/B	NA	CIS
HAIYANG-1A	2002024A	02024A	PAY	NA	PRC
FENGYUN 1D	2002024B	02024B	PAY	-	PRC
CZ-4B R/B	2002024C	02024C	R/B	NA	PRC
CZ-4B DEB	2002024D	02024D	DEB	NA	PRC
OFEQ 5	2002025A	02025A	PAY	+	ISRA
SHAVIT R/B	2002025B	02025B	R/B	D	ISRA
COSMOS 2389	2002026A	02026A	PAY	-	CIS
SL-8 R/B	2002026B	02026B	R/B	NA	CIS
INTELSAT 905 (IS-905)	2002027A	02027A	PAY	+	ITSO
ARIANE 44L R/B	2002027B	02027B	R/B	D	FR
STS 111	2002028A	02028A	PAY	D	US
EXPRESS-A4	2002029A	02029A	PAY	-	CIS
SL-12 R/B(1)	2002029B	02029B	R/B	D	CIS
SL-12 PLAT	2002029C	02029C	DEB	D	CIS
SL-12 R/B(2)	2002029D	02029D	R/B	NA	CIS
GALAXY 3C (G-3C)	2002030A	02030A	PAY	+	US
BLOCK DM-SL R/B	2002030B	02030B	R/B	NA	SEAL
SL-12 R/B(AUX MOTOR)	2002029E	02029E	R/B	D	CIS
SL-12 R/B(AUX MOTOR)	2002029F	02029F	R/B	D	CIS
CZ-4B DEB	1999057ML	99057ML	DEB	D	PRC
IRIDIUM 97	2002031A	02031A	PAY	D	US
IRIDIUM 98	2002031B	02031B	PAY	D	US
BREEZE-KM R/B	2002031C	02031C	R/B	D	CIS
NOAA 17	2002032A	02032A	PAY	-	US
PROGRESS-M 46	2002033A	02033A	PAY	D	CIS
SL-4 R/B	2002033B	02033B	R/B	D	CIS
COSMOS 2387 DEB	2002008C	02008C	DEB	D	CIS
CONTOUR	2002034A	02034A	PAY	NA	US
DELTA 2 R/B(1)	2002034B	02034B	R/B	D	US
DELTA 2 R/B(2)	2002034C	02034C	R/B	D	US
EUTELSAT 5 WEST A	2002035A	02035A	PAY	+	EUTE
N-STAR C	2002035B	02035B	PAY	-	JPN
ARIANE 5 R/B	2002035C	02035C	R/B	NA	FR
ARIANE 5 DEB [SYLDA]	2002035D	02035D	DEB	NA	FR
COSMOS 2390	2002036A	02036A	PAY	+	CIS
COSMOS 2391	2002036B	02036B	PAY	+	CIS
SL-8 R/B	2002036C	02036C	R/B	NA	CIS
SL-12 DEB	1983127P	83127P	DEB	D	CIS
SL-12 DEB	1983127Q	83127Q	DEB	D	CIS
TITAN 4B DEB	2000047C	00047C	DEB	NA	US
COSMOS 2392	2002037A	02037A	PAY	NA	CIS
SL-12 R/B(1)	2002037B	02037B	R/B	D	CIS
SL-12 PLAT	2002037C	02037C	DEB	D	CIS
SL-12 R/B(2)	2002037D	02037D	R/B	NA	CIS
SL-12 R/B(AUX MOTOR)	2002037E	02037E	R/B	D	CIS
SL-12 R/B(AUX MOTOR)	2002037F	02037F	R/B	D	CIS
SL-12 DEB	2002037G	02037G	DEB	NA	CIS
NOAA 16 DEB	2000055B	00055B	DEB	D	US
MIDAS 4 DEB	1961028H	61028H	DEB	NA	US
TRANSIT 5B-1 DEB	1963038P	63038P	DEB	NA	US
DELTA 1 DEB	1968055H	68055H	DEB	NA	US
DELTA 1 DEB	1968055J	68055J	DEB	NA	US
CZ-4 DEB	1990081CU	90081CU	DEB	NA	PRC
DELTA 2 DEB	1991001D	91001D	DEB	D	US
ARIANE 44L DEB	1992041E	92041E	DEB	D	FR
ARIANE 44L DEB	1992041F	92041F	DEB	D	FR
ARIANE 44L DEB	1992041G	92041G	DEB	D	FR
ARIANE 44L DEB	1992041H	92041H	DEB	D	FR
M-V-1 DEB	1997005F	97005F	DEB	D	JPN
M-V-1 DEB	1997005G	97005G	DEB	NA	JPN
DELTA 2 DEB	1997035D	97035D	DEB	D	US
SL-16 DEB	1998043L	98043L	DEB	NA	CIS
CZ-4B DEB	1999057MM	99057MM	DEB	NA	PRC
CZ-4B DEB	1999057MN	99057MN	DEB	NA	PRC
COSMOS 2392 DEB	2002037H	02037H	DEB	NA	CIS
COSMOS 1461 DEB	1983044FS	83044FS	DEB	D	CIS
PSLV DEB	2001049MQ	01049MQ	DEB	D	IND
TIMED DEB	2001055E	01055E	DEB	D	US
PSLV DEB	2001049MR	01049MR	DEB	D	IND
EUTELSAT 33D	2002038A	02038A	PAY	-	EUTE
ATLAS 5 CENTAUR R/B	2002038B	02038B	R/B	NA	US
ECHOSTAR 8	2002039A	02039A	PAY	-	US
PSLV DEB	2001049MS	01049MS	DEB	D	IND
PSLV DEB	2001049MT	01049MT	DEB	D	IND
SL-12 R/B(2)	2002039B	02039B	R/B	NA	CIS
ISS DEB	1998067R	98067R	DEB	D	ISS
ISS DEB	1998067S	98067S	DEB	D	ISS
ISS DEB	1998067T	98067T	DEB	D	ISS
EUTELSAT 36 WEST A	2002040A	02040A	PAY	-	EUTE
METEOSAT-8 (MSG-1)	2002040B	02040B	PAY	+	EUME
ARIANE 5 R/B	2002040C	02040C	R/B	NA	FR
ARIANE 5 DEB [SYLDA]	2002040D	02040D	DEB	NA	FR
PSLV DEB	2001049MU	01049MU	DEB	D	IND
INTELSAT 906 (IS-906)	2002041A	02041A	PAY	+	ITSO
ARIANE 44L R/B	2002041B	02041B	R/B	D	FR
USERS SEM	2002042A	02042A	PAY	D	JPN
KODAMA (DRTS)	2002042B	02042B	PAY	-	JPN
H-2A R/B(1)	2002042C	02042C	R/B	D	JPN
H-2A R/B(2)	2002042D	02042D	R/B	NA	JPN
H-2A DEB	2002042E	02042E	DEB	D	JPN
H-2A DEB	2002042F	02042F	DEB	D	JPN
ISS DEB	1998067U	98067U	DEB	D	ISS
ISS DEB	1998067V	98067V	DEB	D	ISS
ISS DEB	1998067W	98067W	DEB	D	ISS
ISS DEB	1998067X	98067X	DEB	D	ISS
KALPANA-1 (METSAT 1)	2002043A	02043A	PAY	-	IND
PSLV R/B	2002043B	02043B	R/B	D	IND
H-2A DEB	2002042G	02042G	DEB	D	JPN
HISPASAT 30W-4	2002044A	02044A	PAY	+	SPN
ATLAS 2AS CENTAUR R/B	2002044B	02044B	R/B	D	US
PSLV DEB	2001049MV	01049MV	DEB	NA	IND
PROGRESS-M1 9	2002045A	02045A	PAY	D	CIS
SL-4 R/B	2002045B	02045B	R/B	D	CIS
COSMOS 2390 DEB	2002036D	02036D	DEB	NA	CIS
NADEZHDA 7	2002046A	02046A	PAY	-	CIS
SL-8 R/B	2002046B	02046B	R/B	NA	CIS
CZ-4B DEB	1999057MP	99057MP	DEB	NA	PRC
STS 112	2002047A	02047A	PAY	D	US
PSLV DEB	2001049MW	01049MW	DEB	NA	IND
ISS DEB	1998067Y	98067Y	DEB	D	ISS
INTEGRAL	2002048A	02048A	PAY	+	ESA
SL-12 R/B(1)	2002048B	02048B	R/B	D	CIS
SL-12 R/B(2)	2002048C	02048C	R/B	D	CIS
SL-12 DEB	2002048D	02048D	DEB	D	CIS
SL-12 DEB	2002048E	02048E	DEB	D	CIS
OPS 4682 DEB	1965027BH	65027BH	DEB	NA	US
COSMOS 2391 DEB	2002036E	02036E	DEB	NA	CIS
SL-12 DEB	2002048F	02048F	DEB	D	CIS
SL-12 DEB	2002048G	02048G	DEB	D	CIS
SL-12 DEB	2002048H	02048H	DEB	D	CIS
JB-3 2 (ZY 2B)	2002049A	02049A	PAY	D	PRC
CZ-4B R/B	2002049B	02049B	R/B	D	PRC
SOYUZ-TM 35	2002050A	02050A	PAY	D	CIS
SL-4 R/B	2002050B	02050B	R/B	D	CIS
EUTELSAT 33B	2002051A	02051A	PAY	-	EUTE
DELTA 4 R/B	2002051B	02051B	R/B	NA	US
STS 113	2002052A	02052A	PAY	D	US
ASTRA 1K	2002053A	02053A	PAY	D	SES
BLOCK DM R/B	2002053B	02053B	R/B	D	CIS
ALSAT 1	2002054A	02054A	PAY	NA	ALG
MOZHAYETS	2002054B	02054B	PAY	NA	CIS
RUBIN-3 & SL-8 R/B	2002054C	02054C	PAY	NA	GER
MEPSI	2002052B	02052B	PAY	D	US
DELTA 4 DEB	2002051C	02051C	DEB	D	US
DELTA 4 DEB	2002051D	02051D	DEB	D	US
DELTA 4 DEB	2002051E	02051E	DEB	D	US
TDRS 10	2002055A	02055A	PAY	+	US
ATLAS 2A CENTAUR R/B	2002055B	02055B	R/B	D	US
COSMOS 1176 COOLANT	1980034E	80034E	DEB	NA	CIS
COSMOS 1249 COOLANT	1981021R	81021R	DEB	NA	CIS
COSMOS 1249 COOLANT	1981021S	81021S	DEB	NA	CIS
COSMOS 1249 COOLANT	1981021T	81021T	DEB	NA	CIS
COSMOS 1579 COOLANT	1984069W	84069W	DEB	NA	CIS
COSMOS 1579 COOLANT	1984069X	84069X	DEB	NA	CIS
DELTA 1 DEB	1975052LC	75052LC	DEB	NA	US
DELTA 1 DEB	1977065GE	77065GE	DEB	NA	US
DELTA 1 DEB	1975052LD	75052LD	DEB	NA	US
DELTA 1 DEB	1975052LE	75052LE	DEB	NA	US
DELTA 1 DEB	1975052LF	75052LF	DEB	NA	US
PSLV DEB	2001049MX	01049MX	DEB	D	IND
PSLV DEB	2001049MY	01049MY	DEB	NA	IND
PSLV DEB	2001049MZ	01049MZ	DEB	D	IND
PSLV DEB	2001049NA	01049NA	DEB	NA	IND
PSLV DEB	2001049NB	01049NB	DEB	NA	IND
PSLV DEB	2001049NC	01049NC	DEB	D	IND
PSLV DEB	2001049ND	01049ND	DEB	NA	IND
PSLV DEB	2001049NE	01049NE	DEB	NA	IND
PSLV DEB	2001049NF	01049NF	DEB	D	IND
PSLV DEB	2001049NG	01049NG	DEB	D	IND
SL-12 DEB	1985037K	85037K	DEB	D	CIS
PSLV DEB	2001049NH	01049NH	DEB	D	IND
PSLV DEB	2001049NJ	01049NJ	DEB	D	IND
PSLV DEB	2001049NK	01049NK	DEB	D	IND
ARIANE 2 DEB	1988040C	88040C	DEB	NA	FR
ARIANE 2 DEB	1988040D	88040D	DEB	NA	FR
ARIANE 2 DEB	1988040E	88040E	DEB	NA	FR
ARIANE 1 DEB	1986019VN	86019VN	DEB	NA	FR
MIDORI II (ADEOS-II)	2002056A	02056A	PAY	-	JPN
FEDSAT	2002056B	02056B	PAY	NA	AUS
WEOS	2002056C	02056C	PAY	NA	JPN
MICRO LABSAT	2002056D	02056D	PAY	-	JPN
H-2A R/B	2002056E	02056E	R/B	NA	JPN
ARIANE 2 DEB	1989006AC	89006AC	DEB	NA	FR
NSS-6	2002057A	02057A	PAY	+	SES
ARIANE 44L R/B	2002057B	02057B	R/B	NA	FR
RUBIN-2 & SAFIR-M	2002058A	02058A	PAY	-	GER
LATINSAT B	2002058B	02058B	PAY	+	ARGN
SAUDISAT 1C (SO-50)	2002058C	02058C	PAY	+	SAUD
UNISAT-2	2002058D	02058D	PAY	-	IT
TRAILBLAZER 2	2002058E	02058E	PAY	-	US
SL-24 R/B	2002058F	02058F	R/B	NA	CIS
PLEM COVER	2002058G	02058G	UNK	NA	CIS
LATINSAT A	2002058H	02058H	PAY	+	ARGN
COSMOS 2393	2002059A	02059A	PAY	D	CIS
SL-6 R/B(1)	2002059B	02059B	R/B	D	CIS
SL-6 PLAT	2002059C	02059C	DEB	D	CIS
SL-6 R/B(2)	2002059D	02059D	R/B	D	CIS
COSMOS 2394 [GLONASS]	2002060A	02060A	PAY	-	CIS
COSMOS 2396 [GLONASS]	2002060B	02060B	PAY	-	CIS
COSMOS 2395 [GLONASS]	2002060C	02060C	PAY	-	CIS
SL-12 R/B(2)	2002060D	02060D	R/B	NA	CIS
SL-12 R/B(AUX MOTOR)	2002060E	02060E	R/B	D	CIS
SL-12 R/B(AUX MOTOR)	2002060F	02060F	R/B	D	CIS
PSLV DEB	2001049NL	01049NL	DEB	D	IND
DELTA 1 DEB	1968055K	68055K	DEB	NA	US
ARIANE 2 DEB	1988098H	88098H	DEB	NA	FR
ARIANE 2 DEB	1988098J	88098J	DEB	NA	FR
ARIANE 2 DEB	1988098K	88098K	DEB	D	FR
SL-14 DEB	1987068CK	87068CK	DEB	NA	CIS
SL-14 DEB	1987068CL	87068CL	DEB	NA	CIS
SHENZHOU 4 (SZ-4)	2002061A	02061A	PAY	D	PRC
CZ-2F R/B	2002061B	02061B	R/B	D	PRC
NIMIQ 2	2002062A	02062A	PAY	+	CA
BREEZE-M R/B	2002062B	02062B	R/B	NA	CIS
SZ-4 MODULE	2002061C	02061C	PAY	D	PRC
OPS 0856 DEB	1966077AA	66077AA	DEB	NA	US
OPS 0856 DEB	1966077AB	66077AB	DEB	NA	US
SEASAT 1 DEB	1978064L	78064L	DEB	D	US
COSMOS 1579 COOLANT	1984069Y	84069Y	DEB	NA	CIS
SL-14 DEB	1987068CM	87068CM	DEB	NA	CIS
CORIOLIS	2003001A	03001A	PAY	+	US
TITAN 2 R/B	2003001B	03001B	R/B	D	US
ICESAT	2003002A	03002A	PAY	D	US
CHIPSAT	2003002B	03002B	PAY	NA	US
DELTA 2 DEB [DPAF]	2003002C	03002C	DEB	D	US
DELTA 2 R/B	2003002D	03002D	R/B	D	US
BREEZE-M DEB [TANK]	2002062C	02062C	DEB	NA	CIS
STS 107	2003003A	03003A	PAY	D	US
ARIANE 3 DEB	1984081F	84081F	DEB	NA	FR
ARIANE 2 DEB	1989006AD	89006AD	DEB	NA	FR
ARIANE 2 DEB	1989006AE	89006AE	DEB	NA	FR
SORCE	2003004A	03004A	PAY	+	US
PEGASUS R/B	2003004B	03004B	R/B	NA	US
PSLV DEB	2001049NQ	01049NQ	DEB	NA	IND
PSLV DEB	2001049NR	01049NR	DEB	D	IND
PSLV DEB	2001049NS	01049NS	DEB	NA	IND
PSLV DEB	2001049NT	01049NT	DEB	D	IND
PSLV DEB	2001049NU	01049NU	DEB	NA	IND
ISIS 2 DEB	1971024D	71024D	DEB	NA	CA
ARIANE 44LP DEB	1989062P	89062P	DEB	NA	FR
ARIANE 44LP DEB	1989062Q	89062Q	DEB	NA	FR
ARIANE 44LP DEB	1991015M	91015M	DEB	NA	FR
ARIANE 44LP DEB	1991015N	91015N	DEB	NA	FR
NAVSTAR 51 (USA 166)	2003005A	03005A	PAY	+	US
XSS-10	2003005B	03005B	PAY	NA	US
DELTA 2 R/B(1)	2003005C	03005C	R/B	NA	US
DELTA 2 R/B(2) [PAM-D]	2003005D	03005D	R/B	D	US
ARIANE 44L DEB	1991075C	91075C	DEB	D	FR
ARIANE 44L DEB	1991075D	91075D	DEB	D	FR
ARIANE 44L DEB	1991075E	91075E	DEB	NA	FR
ARIANE 44L DEB	1991075F	91075F	DEB	D	FR
ARIANE 44L DEB	1991075G	91075G	DEB	NA	FR
ARIANE 44L DEB	1991075H	91075H	DEB	D	FR
ARIANE 44L DEB	1991075J	91075J	DEB	NA	FR
ARIANE 44L DEB	1991075K	91075K	DEB	D	FR
ARIANE 44L DEB	1992041J	92041J	DEB	D	FR
CZ-4B DEB	1999057MQ	99057MQ	DEB	NA	PRC
CZ-4B DEB	1999057MR	99057MR	DEB	NA	PRC
CZ-4B DEB	1999057MS	99057MS	DEB	NA	PRC
PEGASUS DEB	1994029AEJ	94029AEJ	DEB	NA	US
USA 130 DEB	1997008E	97008E	DEB	NA	US
PROGRESS-M 47	2003006A	03006A	PAY	D	CIS
SL-4 R/B	2003006B	03006B	R/B	D	CIS
INTELSAT 907 (IS-907)	2003007A	03007A	PAY	-	ITSO
ARIANE 44L R/B	2003007B	03007B	R/B	NA	FR
ARIANE 42P+ DEB	1992072M	92072M	DEB	NA	FR
DELTA 2 DEB	1993054D	93054D	DEB	D	US
CZ-4B DEB	1999057MT	99057MT	DEB	NA	PRC
CZ-4B DEB	1999057MU	99057MU	DEB	NA	PRC
SL-16 DEB	2001056H	01056H	DEB	NA	CIS
SL-16 DEB	2001056J	01056J	DEB	NA	CIS
USA 167	2003008A	03008A	PAY	+	US
DELTA 4 R/B	2003008B	03008B	R/B	NA	US
IABS R/B	2003008C	03008C	R/B	NA	US
DELTA 4 DEB	2002051F	02051F	DEB	D	US
DELTA 4 DEB	2002051G	02051G	DEB	D	US
DELTA 4 DEB	2002051H	02051H	DEB	D	US
DELTA 4 DEB	2002051J	02051J	DEB	D	US
IGS 1A	2003009A	03009A	PAY	D	JPN
IGS 1B	2003009B	03009B	PAY	D	JPN
H-2A R/B	2003009C	03009C	R/B	D	JPN
H-2A DEB	2003009D	03009D	DEB	D	JPN
H-2A DEB	2003009E	03009E	DEB	D	JPN
H-2A DEB	2003009F	03009F	DEB	D	JPN
NAVSTAR 52 (USA 168)	2003010A	03010A	PAY	+	US
DELTA 2 R/B(1)	2003010B	03010B	R/B	D	US
DELTA 2 R/B(2) [PAM-D]	2003010C	03010C	R/B	D	US
MOLNIYA 1-92	2003011A	03011A	PAY	D	CIS
SL-6 PLAT	2003011B	03011B	DEB	D	CIS
SL-6 R/B(1)	2003011C	03011C	R/B	D	CIS
SL-6 R/B(2)	2003011D	03011D	R/B	D	CIS
USA 169 (MILSTAR-2 4)	2003012A	03012A	PAY	+	US
TITAN 4 CENTAUR R/B	2003012B	03012B	R/B	NA	US
STS 107 DEB	2003003B	03003B	DEB	D	US
INSAT-3A	2003013A	03013A	PAY	-	IND
GALAXY 12 (G-12)	2003013B	03013B	PAY	S	ITSO
ARIANE 5 R/B	2003013C	03013C	R/B	NA	FR
ARIANE 5 DEB [SYLDA]	2003013D	03013D	DEB	NA	FR
ASIASAT 4	2003014A	03014A	PAY	+	AC
ATLAS 3B CENTAUR R/B	2003014B	03014B	R/B	D	US
DELTA 1 DEB	1965004E	65004E	DEB	NA	US
TITAN 3C TRANSTAGE DEB	1965082UT	65082UT	DEB	NA	US
TITAN 3C TRANSTAGE DEB	1965108BC	65108BC	DEB	NA	US
TITAN 3C TRANSTAGE DEB	1965108BD	65108BD	DEB	NA	US
OPS 0856 DEB	1966077AC	66077AC	DEB	NA	US
THORAD AGENA D DEB	1969082LH	69082LH	DEB	NA	US
DELTA 1 DEB	1975004HS	75004HS	DEB	NA	US
DELTA 1 DEB	1976077FS	76077FS	DEB	NA	US
DELTA 1 DEB	1976077FT	76077FT	DEB	NA	US
DELTA 1 DEB	1977065GF	77065GF	DEB	NA	US
DELTA 1 DEB	1977065GG	77065GG	DEB	D	US
M-3H DEB	1978087C	78087C	DEB	NA	JPN
ARIANE 1 DEB	1979104S	79104S	DEB	NA	ESA
COSMOS 1275 DEB	1981053MN	81053MN	DEB	NA	CIS
COSMOS 1275 DEB	1981053MP	81053MP	DEB	NA	CIS
COSMOS 1275 DEB	1981053MQ	81053MQ	DEB	NA	CIS
SL-8 DEB	1981120H	81120H	DEB	NA	CIS
SL-8 DEB	1981120J	81120J	DEB	NA	CIS
SL-8 DEB	1981120K	81120K	DEB	NA	CIS
COSMOS 1579 COOLANT	1984069Z	84069Z	DEB	NA	CIS
ARIANE 3 DEB	1984114E	84114E	DEB	NA	FR
SL-3 DEB	1985090C	85090C	DEB	NA	CIS
COSMOS 1823 DEB	1987020DV	87020DV	DEB	NA	CIS
SL-8 DEB	1991009CY	91009CY	DEB	NA	CIS
SL-8 DEB	1991009CZ	91009CZ	DEB	NA	CIS
SL-8 DEB	1991009DA	91009DA	DEB	NA	CIS
SL-8 DEB	1991009DB	91009DB	DEB	NA	CIS
SL-8 DEB	1991009DC	91009DC	DEB	NA	CIS
SL-8 DEB	1991009DD	91009DD	DEB	NA	CIS
SL-16 DEB	1992093JL	92093JL	DEB	NA	CIS
SL-16 DEB	1992093JM	92093JM	DEB	NA	CIS
SL-16 DEB	1992093JN	92093JN	DEB	NA	CIS
START 1 DEB	1993014G	93014G	DEB	NA	CIS
SL-18 DEB	1993014H	93014H	DEB	D	CIS
DELTA 2 DEB	1993042D	93042D	DEB	D	US
PEGASUS DEB	1994029AEK	94029AEK	DEB	NA	US
PEGASUS DEB	1994029AEL	94029AEL	DEB	D	US
PEGASUS DEB	1994029AEM	94029AEM	DEB	D	US
PEGASUS DEB	1994029AEN	94029AEN	DEB	D	US
PEGASUS DEB	1994029AEP	94029AEP	DEB	D	US
SL-16 DEB	1994077M	94077M	DEB	NA	CIS
DELTA 2 DEB	1996056D	96056D	DEB	D	US
CZ-4B DEB	1999057MV	99057MV	DEB	NA	PRC
FREGAT DEB	2000015B	00015B	DEB	NA	CIS
DELTA 2 DEB	2000025D	00025D	DEB	D	US
DELTA 2 DEB	2000040D	00040D	DEB	D	US
DELTA 2 DEB	2001004D	01004D	DEB	D	US
PSLV DEB	2001049NV	01049NV	DEB	D	IND
SL-8 DEB	2002054D	02054D	DEB	NA	CIS
SL-8 DEB	2002054E	02054E	DEB	NA	CIS
SL-12 DEB	1985037L	85037L	DEB	NA	CIS
DELTA 4 DEB	2002051K	02051K	DEB	D	US
GLOBALSTAR DEB	1999031F	99031F	DEB	NA	GLOB
DELTA 2 DEB	2003005E	03005E	DEB	D	US
SL-6 DEB	2003011E	03011E	DEB	D	CIS
COSMOS 2397	2003015A	03015A	PAY	-	CIS
SL-12 R/B(1)	2003015B	03015B	R/B	D	CIS
SL-12 PLAT	2003015C	03015C	DEB	D	CIS
